essay_id,essay_set,essay,rater1_domain1,rater2_domain1,rater3_domain1,domain1_score,rater1_domain2,rater2_domain2,domain2_score,rater1_trait1,rater1_trait2,rater1_trait3,rater1_trait4,rater1_trait5,rater1_trait6,rater2_trait1,rater2_trait2,rater2_trait3,rater2_trait4,rater2_trait5,rater2_trait6,rater3_trait1,rater3_trait2,rater3_trait3,rater3_trait4,rater3_trait5,rater3_trait6
3502,3,"Finance Director, Google Fixed Assets (GFA)",10,9,,10,,,,,,,,,,,,,,,,,,,,,
3503,3,Revenue Systems Senior Accountant,8,8,,10,,,,,,,,,,,,,,,,,,,,,
3504,3,Senior Financial Analyst,8,10,,10,,,,,,,,,,,,,,,,,,,,,
3505,3,"Residual Manager, YouTube Originals",9,10,,9,,,,,,,,,,,,,,,,,,,,,
3506,3,"Senior Accountant, Revenue, Cloud Business Finance",8,10,,8,,,,,,,,,,,,,,,,,,,,,
3507,3,"Business Intern 2018, Argentina",9,7,,10,,,,,,,,,,,,,,,,,,,,,
3508,3,SAP Alphabet Senior Accountant,9,8,,8,,,,,,,,,,,,,,,,,,,,,
3509,3,"Senior Accountant, Play Business Controller",7,7,,8,,,,,,,,,,,,,,,,,,,,,
3510,3,"Finance Manager, Google Cloud Customers",9,8,,9,,,,,,,,,,,,,,,,,,,,,
3511,3,Senior Treasury Analytics Manager,8,8,,9,,,,,,,,,,,,,,,,,,,,,
3512,3,"U.S. Tax Analyst, Employment Tax",7,7,,7,,,,,,,,,,,,,,,,,,,,,
3513,3,"MBA Intern, Summer 2018",10,7,,10,,,,,,,,,,,,,,,,,,,,,
3514,3,MBA Intern 2018,7,8,,8,,,,,,,,,,,,,,,,,,,,,
3515,3,Privacy Counsel,8,8,,10,,,,,,,,,,,,,,,,,,,,,
3516,3,Public Policy and Government Relations Manager,10,7,,10,,,,,,,,,,,,,,,,,,,,,
3517,3,Trademark Counsel,9,9,,8,,,,,,,,,,,,,,,,,,,,,
3518,3,"Associate Legal Counsel, Commercial",8,7,,10,,,,,,,,,,,,,,,,,,,,,
3519,3,"Counsel, Regulatory Investigations",10,9,,9,,,,,,,,,,,,,,,,,,,,,
3520,3,Associate Legal Counsel (English and Russian),7,7,,9,,,,,,,,,,,,,,,,,,,,,
3521,3,Associate Legal Counsel (Commercial) Google Cloud,8,7,,9,,,,,,,,,,,,,,,,,,,,,
3522,3,"AdSpam Analyst, Trust and Safety",7,9,,9,,,,,,,,,,,,,,,,,,,,,
3523,3,"Associate Legal Counsel, Commercial, Google Cloud",9,9,,10,,,,,,,,,,,,,,,,,,,,,
3524,3,"Operations Support Associate (French), Legal Online Support",8,7,,10,,,,,,,,,,,,,,,,,,,,,
3525,3,Legal Operations Analyst,7,9,,10,,,,,,,,,,,,,,,,,,,,,
3526,3,"Regional Legal Counsel, Japan",10,8,,7,,,,,,,,,,,,,,,,,,,,,
3527,3,Privacy Counsel,7,10,,8,,,,,,,,,,,,,,,,,,,,,
3528,3,"Legal Specialist, Litigation Paralegal",8,9,,9,,,,,,,,,,,,,,,,,,,,,
3529,3,Privacy Counsel,8,10,,9,,,,,,,,,,,,,,,,,,,,,
3530,3,"Associate Contracts Manager, Ads",9,7,,10,,,,,,,,,,,,,,,,,,,,,
3531,3,"Business Intern 2018, Mexico",7,10,,10,,,,,,,,,,,,,,,,,,,,,
3532,3,"Business Intern 2018, Colombia",9,8,,9,,,,,,,,,,,,,,,,,,,,,
3533,3,"Associate Legal Counsel, Development, Production and Licensing, YouTube Originals",8,10,,8,,,,,,,,,,,,,,,,,,,,,
3534,3,"Ethics and Compliance Associate Counsel, US Political Law",7,10,,9,,,,,,,,,,,,,,,,,,,,,
3535,3,"Associate Legal Counsel, Commercial (Google Cloud Platform)",10,8,,10,,,,,,,,,,,,,,,,,,,,,
3536,3,"Team Lead, Online Support",7,7,,9,,,,,,,,,,,,,,,,,,,,,
3537,3,"Associate Commercial Counsel, Google Cloud",8,7,,8,,,,,,,,,,,,,,,,,,,,,
3538,3,"Operations Specialist (Polish), Online Legal Support",9,7,,10,,,,,,,,,,,,,,,,,,,,,
3539,3,US GAAP Accountant,10,9,,8,,,,,,,,,,,,,,,,,,,,,
3540,3,Associate Product Counsel,8,9,,9,,,,,,,,,,,,,,,,,,,,,
3541,3,"Legal and Policy Operations Specialist (English and Korean), YouTube",10,10,,10,,,,,,,,,,,,,,,,,,,,,
3542,3,"Legal Specialist Team Lead, Online Operations",10,9,,10,,,,,,,,,,,,,,,,,,,,,
3543,3,"Associate Contracts Manager, Cloud",9,7,,10,,,,,,,,,,,,,,,,,,,,,
3544,3,Legal Intern,8,8,,8,,,,,,,,,,,,,,,,,,,,,
3545,3,Public Policy and Government Relations Manager,8,9,,7,,,,,,,,,,,,,,,,,,,,,
3546,3,Regional Counsel,8,7,,7,,,,,,,,,,,,,,,,,,,,,
3547,3,"Associate Commercial Counsel, Research (Health)",7,9,,9,,,,,,,,,,,,,,,,,,,,,
3548,3,Regional Counsel,9,9,,7,,,,,,,,,,,,,,,,,,,,,
3549,3,Regional Counsel (Southeast Asia),8,9,,8,,,,,,,,,,,,,,,,,,,,,
3550,3,"Business Intern 2018, Brazil",7,10,,9,,,,,,,,,,,,,,,,,,,,,
3551,3,Legal Assistant,9,9,,10,,,,,,,,,,,,,,,,,,,,,
3552,3,"Head of Government Channels, Google Cloud",10,7,,9,,,,,,,,,,,,,,,,,,,,,
3553,3,"Associate Legal Counsel, Commercial, Ads",10,8,,7,,,,,,,,,,,,,,,,,,,,,
3554,3,"Associate Legal Counsel, Commercial, Ads",7,10,,9,,,,,,,,,,,,,,,,,,,,,
3555,3,Associate Commercial Counsel,10,7,,8,,,,,,,,,,,,,,,,,,,,,
3556,3,Business Intern 2018,8,9,,7,,,,,,,,,,,,,,,,,,,,,
3557,3,"Associate Legal Counsel (Commercial), Mobile",10,10,,7,,,,,,,,,,,,,,,,,,,,,
3558,3,Associate Legal Counsel,8,8,,10,,,,,,,,,,,,,,,,,,,,,
3559,3,"Legal Counsel, Development, Production and Licensing, YouTube Originals",8,9,,8,,,,,,,,,,,,,,,,,,,,,
3560,3,"Product/Commercial Counsel (EMEA), Display, Analytics and Syndication",7,9,,10,,,,,,,,,,,,,,,,,,,,,
3561,3,"Business Intern 2018, Argentina",7,7,,8,,,,,,,,,,,,,,,,,,,,,
3562,3,"Legal Specialist Team Lead, Online Operations",10,9,,8,,,,,,,,,,,,,,,,,,,,,
3563,3,"Field Sales Representative, Federal Government, Google Cloud",9,8,,8,,,,,,,,,,,,,,,,,,,,,
3564,3,"Field Sales Representative, Federal Government, Google Cloud",10,8,,7,,,,,,,,,,,,,,,,,,,,,
3565,3,Recruiter,9,7,,9,,,,,,,,,,,,,,,,,,,,,
3566,3,Staffing Manager,9,8,,9,,,,,,,,,,,,,,,,,,,,,
3567,3,"Project Manager, Staffing Services Operations",9,7,,8,,,,,,,,,,,,,,,,,,,,,
3568,3,"BOLD Intern, Summer 2018",9,8,,9,,,,,,,,,,,,,,,,,,,,,
3569,3,Google Childrens Center Teacher,8,7,,9,,,,,,,,,,,,,,,,,,,,,
3570,3,"Recruiter, Google Cloud (Japanese or Korean)",8,8,,10,,,,,,,,,,,,,,,,,,,,,
3571,3,Global Head of Technical Staffing Operations,8,7,,9,,,,,,,,,,,,,,,,,,,,,
3572,3,"Operations Specialist, Google People Services",7,9,,7,,,,,,,,,,,,,,,,,,,,,
3573,3,"Program Manager (Risk Management), Extended Workforce Solutions",8,7,,9,,,,,,,,,,,,,,,,,,,,,
3574,3,"HR Business Partner, Employee Relations",7,7,,10,,,,,,,,,,,,,,,,,,,,,
3575,3,"Manager, Online Hiring Strategy & Inbound Marketing",8,8,,7,,,,,,,,,,,,,,,,,,,,,
3576,3,People Consultant,8,7,,7,,,,,,,,,,,,,,,,,,,,,
3577,3,"Operations Specialist, Google People Services (Traditional Mandarin)",8,10,,10,,,,,,,,,,,,,,,,,,,,,
3578,3,"MBA Intern, Summer 2018",8,7,,9,,,,,,,,,,,,,,,,,,,,,
3579,3,Sourcing Team Manager,7,8,,8,,,,,,,,,,,,,,,,,,,,,
3580,3,Staffing Programs Specialist,10,7,,10,,,,,,,,,,,,,,,,,,,,,
3581,3,People Partner,7,7,,8,,,,,,,,,,,,,,,,,,,,,
3582,3,Recruiter,10,10,,10,,,,,,,,,,,,,,,,,,,,,
3583,3,MBA Intern 2018,10,10,,7,,,,,,,,,,,,,,,,,,,,,
3584,3,"BOLD Intern, Summer 2018",8,8,,10,,,,,,,,,,,,,,,,,,,,,
3585,3,Recruiter (GBOP),8,7,,10,,,,,,,,,,,,,,,,,,,,,
3586,3,MBA Intern 2018,10,9,,10,,,,,,,,,,,,,,,,,,,,,
3587,3,"Specialist, Tech Programs and Events, Google Cloud",8,9,,10,,,,,,,,,,,,,,,,,,,,,
3588,3,"MBA Intern, Summer 2018",10,10,,10,,,,,,,,,,,,,,,,,,,,,
3589,3,Recruiter,8,9,,10,,,,,,,,,,,,,,,,,,,,,
3590,3,Leadership Staffing Recruiter,10,8,,9,,,,,,,,,,,,,,,,,,,,,
3591,3,"Project Lead, Staffing Services Operations Team",9,10,,8,,,,,,,,,,,,,,,,,,,,,
3592,3,People Consultant,10,7,,9,,,,,,,,,,,,,,,,,,,,,
3593,3,"Recruiter, Google Cloud",7,7,,7,,,,,,,,,,,,,,,,,,,,,
3594,3,Process Design and Technology Project Manager,10,8,,8,,,,,,,,,,,,,,,,,,,,,
3595,3,People Consultant,9,10,,9,,,,,,,,,,,,,,,,,,,,,
3596,3,"MBA Intern, Summer 2018",9,7,,8,,,,,,,,,,,,,,,,,,,,,
3597,3,"MBA Intern, Summer 2018",8,10,,9,,,,,,,,,,,,,,,,,,,,,
3598,3,Recruiter,9,10,,8,,,,,,,,,,,,,,,,,,,,,
3599,3,"Global Solutions Advisor, Extended Workforce Solutions",9,9,,9,,,,,,,,,,,,,,,,,,,,,
3600,3,"People Analyst, Reporting and Insights",10,7,,9,,,,,,,,,,,,,,,,,,,,,
3601,3,"Policy Specialist, Extended Workforce Solutions",7,8,,8,,,,,,,,,,,,,,,,,,,,,
3602,3,Tech Recruiter,10,7,,9,,,,,,,,,,,,,,,,,,,,,
3603,3,"BOLD Intern, Summer 2018",9,9,,7,,,,,,,,,,,,,,,,,,,,,
3604,3,Associate Lead Recruiter (Hardware),10,7,,10,,,,,,,,,,,,,,,,,,,,,
3605,3,Staffing Services Associate,9,8,,9,,,,,,,,,,,,,,,,,,,,,
3606,3,Associate Lead Recruiter (Hardware),7,8,,10,,,,,,,,,,,,,,,,,,,,,
3607,3,"Business Intern 2018, Mexico",8,8,,7,,,,,,,,,,,,,,,,,,,,,
3608,3,"Business Intern 2018, Colombia",7,9,,9,,,,,,,,,,,,,,,,,,,,,
3609,3,Talent Acquisition Specialist,9,8,,8,,,,,,,,,,,,,,,,,,,,,
3610,3,Staffing Channels Specialist,9,10,,8,,,,,,,,,,,,,,,,,,,,,
3611,3,People Consultant,9,10,,9,,,,,,,,,,,,,,,,,,,,,
3612,3,Leadership Staffing Recruiter,7,9,,8,,,,,,,,,,,,,,,,,,,,,
3613,3,Process Design and Technology Project Manager,8,8,,7,,,,,,,,,,,,,,,,,,,,,
3614,3,"BOLD Intern, Summer 2018",7,8,,7,,,,,,,,,,,,,,,,,,,,,
3615,3,"Business Intern 2017, Australia",8,10,,7,,,,,,,,,,,,,,,,,,,,,
3616,3,Staffing Channels Specialist,10,8,,7,,,,,,,,,,,,,,,,,,,,,
3617,3,Staffing Services Lead,8,8,,10,,,,,,,,,,,,,,,,,,,,,
3618,3,"Leadership Researcher, APAC",9,8,,7,,,,,,,,,,,,,,,,,,,,,
3619,3,MBA Intern 2018,9,10,,7,,,,,,,,,,,,,,,,,,,,,
3620,3,"Research Programs Specialist, Tech Programs and Events",10,10,,9,,,,,,,,,,,,,,,,,,,,,
3621,3,People Partner,10,9,,7,,,,,,,,,,,,,,,,,,,,,
3622,3,Recruiter,9,9,,9,,,,,,,,,,,,,,,,,,,,,
3623,3,"Operations Specialist, Google People Services",8,9,,9,,,,,,,,,,,,,,,,,,,,,
3624,3,Disability Accommodation Specialist,10,8,,7,,,,,,,,,,,,,,,,,,,,,
3625,3,"MBA Intern, Summer 2018",10,10,,9,,,,,,,,,,,,,,,,,,,,,
3626,3,MBA Intern 2018,7,10,,7,,,,,,,,,,,,,,,,,,,,,
3627,3,"Operations Specialist, Google People Services (Japanese)",8,8,,8,,,,,,,,,,,,,,,,,,,,,
3628,3,Recruiter,8,10,,8,,,,,,,,,,,,,,,,,,,,,
3629,3,Technical Recruiter,10,9,,10,,,,,,,,,,,,,,,,,,,,,
3630,3,"Recruiter, Google Cloud",8,9,,9,,,,,,,,,,,,,,,,,,,,,
3631,3,Staffing Manager,9,7,,9,,,,,,,,,,,,,,,,,,,,,
3632,3,"Director, People Partner Hardware",9,7,,9,,,,,,,,,,,,,,,,,,,,,
3633,3,Recruiter (GBOP),7,7,,9,,,,,,,,,,,,,,,,,,,,,
3634,3,Staffing Channels Specialist,8,10,,8,,,,,,,,,,,,,,,,,,,,,
3635,3,People Consultant,8,7,,7,,,,,,,,,,,,,,,,,,,,,
3636,3,"Change Management Specialist, Google Professional Services",8,8,,10,,,,,,,,,,,,,,,,,,,,,
3637,3,"BOLD Intern, Summer 2018",9,10,,8,,,,,,,,,,,,,,,,,,,,,
3638,3,MBA Intern 2018,7,10,,10,,,,,,,,,,,,,,,,,,,,,
3639,3,Channels Strategy and Operations Manager,8,10,,10,,,,,,,,,,,,,,,,,,,,,
3640,3,"Product Strategist, Growth, YouTube",7,9,,9,,,,,,,,,,,,,,,,,,,,,
3641,3,People Partner (HRBP),10,8,,9,,,,,,,,,,,,,,,,,,,,,
3642,3,Leadership Staffing Researcher (EMEA),8,8,,7,,,,,,,,,,,,,,,,,,,,,
3643,3,Mobility Consultant,10,7,,7,,,,,,,,,,,,,,,,,,,,,
3644,3,"Administrative Business Partner, Cloud",10,7,,7,,,,,,,,,,,,,,,,,,,,,
3645,3,"BOLD Intern, Summer 2018",9,9,,8,,,,,,,,,,,,,,,,,,,,,
3646,3,Staffing Channels Specialist,10,7,,10,,,,,,,,,,,,,,,,,,,,,
3647,3,"Staffing Channels Specialist, APAC",8,10,,7,,,,,,,,,,,,,,,,,,,,,
3648,3,Staffing Manager,9,10,,10,,,,,,,,,,,,,,,,,,,,,
3649,3,People Operations Business Intelligence Analyst,8,9,,7,,,,,,,,,,,,,,,,,,,,,
3650,3,Human Resources Apprenticeship,9,7,,9,,,,,,,,,,,,,,,,,,,,,
3651,3,Staffing Services Associate Lead,9,8,,10,,,,,,,,,,,,,,,,,,,,,
3652,3,Staffing Channels Specialist,10,10,,9,,,,,,,,,,,,,,,,,,,,,
3653,3,Channels Project Manager,7,7,,8,,,,,,,,,,,,,,,,,,,,,
3654,3,"Center of Expertise Lead, Organizational Change",7,7,,8,,,,,,,,,,,,,,,,,,,,,
3655,3,Staffing Services Associate,9,7,,10,,,,,,,,,,,,,,,,,,,,,
3656,3,Internal Communications Manager,9,8,,10,,,,,,,,,,,,,,,,,,,,,
3657,3,"MBA Intern, Summer 2018",7,9,,7,,,,,,,,,,,,,,,,,,,,,
3658,3,"Technical Solutions Engineer, Google Cloud Platform",9,7,,8,,,,,,,,,,,,,,,,,,,,,
3659,3,"BOLD Intern, Summer 2018",8,10,,9,,,,,,,,,,,,,,,,,,,,,
3660,3,Technical Recruiter,7,9,,9,,,,,,,,,,,,,,,,,,,,,
3661,3,Leadership Staffing Recruiter,10,7,,9,,,,,,,,,,,,,,,,,,,,,
3662,3,Staffing Project Lead,9,8,,7,,,,,,,,,,,,,,,,,,,,,
3663,3,"Business Intern 2018, Brazil",8,10,,9,,,,,,,,,,,,,,,,,,,,,
3664,3,"Administrative Business Partner, Jigsaw",10,10,,10,,,,,,,,,,,,,,,,,,,,,
3665,3,"Administrative Business Partner, Hardware and Display Ads",9,9,,9,,,,,,,,,,,,,,,,,,,,,
3666,3,"MBA Intern, Summer 2018",10,7,,9,,,,,,,,,,,,,,,,,,,,,
3667,3,"Protective Services Specialist, Event Security",9,8,,9,,,,,,,,,,,,,,,,,,,,,
3668,3,"Analyst, Staffing and Operations",10,8,,10,,,,,,,,,,,,,,,,,,,,,
3669,3,"Program Manager, Supplier Management Office, Extended Workforce Solutions",8,7,,10,,,,,,,,,,,,,,,,,,,,,
3670,3,Internal Communications Manager,9,10,,10,,,,,,,,,,,,,,,,,,,,,
3671,3,"Technical Account Manager, Search Distribution, Google Technical Services Velocity",7,10,,10,,,,,,,,,,,,,,,,,,,,,
3672,3,"Executive Search Consultant, EMEA",10,10,,8,,,,,,,,,,,,,,,,,,,,,
3673,3,Staffing Manager,10,8,,10,,,,,,,,,,,,,,,,,,,,,
3674,3,Recruiter,9,9,,7,,,,,,,,,,,,,,,,,,,,,
3675,3,"Technical Account Manager, Search Distribution, Google Technical Services Velocity",7,9,,8,,,,,,,,,,,,,,,,,,,,,
3676,3,"MBA Intern, Summer 2018",9,10,,10,,,,,,,,,,,,,,,,,,,,,
3677,3,MBA Intern 2018,9,10,,7,,,,,,,,,,,,,,,,,,,,,
3678,3,"Content Manager, Google Careers",10,9,,7,,,,,,,,,,,,,,,,,,,,,
3679,3,Candidate Offer Assessment Specialist (Tech),8,7,,8,,,,,,,,,,,,,,,,,,,,,
3680,3,"Policy Lead, Extended Workforce Solutions",8,9,,10,,,,,,,,,,,,,,,,,,,,,
3681,3,Administrative Business Partner,10,10,,7,,,,,,,,,,,,,,,,,,,,,
3682,3,Talent Acquisition Specialist,8,9,,7,,,,,,,,,,,,,,,,,,,,,
3683,3,People Consultant Pod Manager,9,10,,8,,,,,,,,,,,,,,,,,,,,,
3684,3,"Manager, Sales Compensation Design and Compensation Partner",9,10,,7,,,,,,,,,,,,,,,,,,,,,
3685,3,"Business Intern 2018, Argentina",9,8,,7,,,,,,,,,,,,,,,,,,,,,
3686,3,"Executive/Administrative Business Partner, YouTube",10,10,,7,,,,,,,,,,,,,,,,,,,,,
3687,3,Staffing Manager,8,7,,7,,,,,,,,,,,,,,,,,,,,,
3688,3,"MBA Intern, Summer 2018",10,10,,8,,,,,,,,,,,,,,,,,,,,,
3689,3,"MBA Intern, Summer 2018",9,7,,7,,,,,,,,,,,,,,,,,,,,,
3690,3,Compensation Analyst,7,10,,10,,,,,,,,,,,,,,,,,,,,,
3691,3,MBA Intern 2018,8,10,,10,,,,,,,,,,,,,,,,,,,,,
3692,3,"Change Management Specialist, Google Professional Services",8,8,,9,,,,,,,,,,,,,,,,,,,,,
3693,3,"Live Show Producer, Events and Experiences",9,7,,10,,,,,,,,,,,,,,,,,,,,,
3694,3,"Cluster Manager, Security (English, Chinese)",8,10,,9,,,,,,,,,,,,,,,,,,,,,
3695,3,"Cluster Manager, Security (English, Chinese)",8,8,,7,,,,,,,,,,,,,,,,,,,,,
3696,3,Campus Manager (English and Mandarin),9,9,,9,,,,,,,,,,,,,,,,,,,,,
3697,3,Real Estate Portfolio Administrator,10,9,,9,,,,,,,,,,,,,,,,,,,,,
3698,3,Real Estate and Workplace Services (REWS) Business Partner,8,9,,8,,,,,,,,,,,,,,,,,,,,,
3699,3,"Communications Analyst, Physical Security",7,8,,9,,,,,,,,,,,,,,,,,,,,,
3700,3,Global REWS Marketing and Communications Manager,8,9,,10,,,,,,,,,,,,,,,,,,,,,
3701,3,"Technical Program Manager, Executive and Event Production",7,9,,8,,,,,,,,,,,,,,,,,,,,,
3702,3,"Project Manager, Security Systems",7,10,,8,,,,,,,,,,,,,,,,,,,,,
3703,3,"Cluster Manager, Security (English, Chinese)",9,8,,8,,,,,,,,,,,,,,,,,,,,,
3704,3,Global Investigator,9,10,,9,,,,,,,,,,,,,,,,,,,,,
3705,3,Real Estate District Development Executive,7,8,,8,,,,,,,,,,,,,,,,,,,,,
3706,3,Global Investigator,10,8,,8,,,,,,,,,,,,,,,,,,,,,
3707,3,Physical Security Manager,9,9,,9,,,,,,,,,,,,,,,,,,,,,
3708,3,"Food Service Manager, Americas",7,9,,9,,,,,,,,,,,,,,,,,,,,,
3709,3,"Food Service Manager, Americas",7,8,,8,,,,,,,,,,,,,,,,,,,,,
3710,3,"Program Manager, Third Party Risk Management (3PRM)",8,10,,8,,,,,,,,,,,,,,,,,,,,,
3711,3,Real Estate Portfolio Management Lead,7,10,,9,,,,,,,,,,,,,,,,,,,,,
3712,3,"Visual Designer, Events and Experiences",9,8,,9,,,,,,,,,,,,,,,,,,,,,
3713,3,Real Estate Development Executive,7,9,,7,,,,,,,,,,,,,,,,,,,,,
3714,3,Physical Security Manager,9,9,,9,,,,,,,,,,,,,,,,,,,,,
3715,3,"Cluster Manager, Security (English, Chinese)",8,8,,8,,,,,,,,,,,,,,,,,,,,,
3716,3,"Protective Services Specialist, Executive Protection",7,7,,9,,,,,,,,,,,,,,,,,,,,,
3717,3,Global Investigator,8,10,,10,,,,,,,,,,,,,,,,,,,,,
3718,3,Campus Security Manager,10,7,,8,,,,,,,,,,,,,,,,,,,,,
3719,3,Facilities Manager,10,10,,7,,,,,,,,,,,,,,,,,,,,,
3720,3,Physical Security Manager,9,8,,8,,,,,,,,,,,,,,,,,,,,,
3721,3,Physical Security Manager,7,10,,7,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
